Index,Singular_Value
659,31.222841
660,31.211864
661,31.209110
662,31.201532
663,31.186623
664,31.166481
665,31.158474
666,31.149345
667,31.139084
668,31.122042
669,31.116381
670,31.103661
671,31.083685
672,31.082663
673,31.079870
674,31.066982
675,31.061893
676,31.050369
677,31.041063
678,31.034328
679,31.032471
680,31.014801
681,31.012350
682,31.006666
683,30.985441
684,30.983641
685,30.977774
686,30.966257
687,30.944109
688,30.940653
689,30.924265
690,30.916533
691,30.914831
692,30.898558
693,30.895035
694,30.879904
695,30.869297
696,30.866240
697,30.857187
698,30.852625
699,30.839905
700,30.829069
701,30.814001
702,30.803659
703,30.798786
704,30.789867
705,30.773001
706,30.753284
707,30.749306
708,30.742001
709,30.734896
710,30.728020
711,30.719170
712,30.712559
713,30.696634
714,30.679615
715,30.671431
716,30.658096
717,30.649712
718,30.642834
719,30.636152
720,30.623383
721,30.601591
722,30.592184
723,30.584118
724,30.580975
725,30.570345
726,30.567829
727,30.555494
728,30.546062
729,30.537161
730,30.524666
731,30.522226
732,30.503511
733,30.494783
734,30.483150
735,30.469213
736,30.465597
737,30.461531
738,30.451719
739,30.435881
740,30.429619
741,30.419846
742,30.417242
743,30.408466
744,30.400215
745,30.387386
746,30.382345
747,30.371828
748,30.349094
749,30.342119
750,30.333038
751,30.326277
752,30.321598
753,30.310890
754,30.298817
755,30.282694
756,30.276691
757,30.266766
758,30.259142
759,30.243586
760,30.236359
761,30.223869
762,30.214497
763,30.206680
764,30.204468
765,30.194630
766,30.183586
767,30.173807
768,30.162813
769,30.154257
770,30.149433
771,30.143419
772,30.126720
773,30.117390
774,30.113605
775,30.102585
776,30.090988
777,30.086573
778,30.085234
779,30.070898
780,30.062609
781,30.046663
782,30.042740
783,30.029411
784,30.022997
785,30.007622
786,30.004230
787,29.986988
788,29.983845
789,29.974949
790,29.962431
791,29.955126
792,29.950661
793,29.944769
794,29.916731
795,29.913059
796,29.902271
797,29.893745
798,29.891823
799,29.873064
800,29.861357
801,29.857092
802,29.852041
803,29.832890
804,29.824493
805,29.820601
806,29.817162
807,29.801676
808,29.792673
809,29.777494
810,29.762756
811,29.755274
812,29.752604
813,29.738544
814,29.731764
815,29.726622
816,29.721376
817,29.716404
818,29.690628
819,29.681463
820,29.676517
821,29.674273
822,29.664131
823,29.654902
824,29.644316
825,29.624472
826,29.611942
827,29.605728
828,29.598221
829,29.592979
830,29.584129
831,29.579384
832,29.566156
833,29.549633
834,29.544971
835,29.535435
836,29.525431
837,29.515276
838,29.509426
839,29.503225
840,29.492867
841,29.481848
842,29.465950
843,29.458622
844,29.450119
845,29.443808
846,29.432323
847,29.427347
848,29.411226
849,29.405149
850,29.394793
851,29.386492
852,29.378248
853,29.365801
854,29.360849
855,29.354710
856,29.339693
857,29.327280
858,29.314934
859,29.307545
860,29.297091
861,29.294605
862,29.282312
863,29.278646
864,29.262861
865,29.258932
866,29.254072
867,29.233788
868,29.228830
869,29.225035
870,29.212605
871,29.208893
872,29.202843
873,29.191015
874,29.182583
875,29.164965
876,29.154209
877,29.148441
878,29.139389
879,29.130995
880,29.128008
881,29.117481
882,29.116039
883,29.099665
884,29.097479
885,29.092897
886,29.078894
887,29.064390
888,29.059923
889,29.044266
890,29.033785
891,29.026981
892,29.011612
893,29.008133
894,28.998161
895,28.986736
896,28.982588
897,28.975624
898,28.961964
899,28.956276
900,28.945635
901,28.940701
902,28.930004
903,28.924309
904,28.921387
905,28.908846
906,28.885677
907,28.884851
908,28.878813
909,28.869347
910,28.861933
911,28.849651
912,28.838978
913,28.835159
914,28.827467
915,28.823786
916,28.812416
917,28.803146
918,28.787926
919,28.768677
920,28.761068
921,28.757961
922,28.748360
923,28.743620
924,28.734121
925,28.715342
926,28.708633
927,28.702896
928,28.695930
929,28.683023
930,28.674782
931,28.663239
932,28.655472
933,28.643421
934,28.637672
935,28.628670
936,28.619555
937,28.603317
938,28.601479
939,28.594238
940,28.585213
941,28.574360
942,28.563786
943,28.558132
944,28.539507
945,28.535009
946,28.526125
947,28.519785
948,28.510803
949,28.508917
950,28.492376
951,28.479454
952,28.470625
953,28.463350
954,28.457561
955,28.447733
956,28.438719
957,28.427256
958,28.420048
959,28.416111
960,28.400394
961,28.393873
962,28.383299
963,28.375500
964,28.366016
965,28.352217
966,28.343449
967,28.325584
968,28.322695
969,28.321400
970,28.315926
971,28.301929
972,28.298145
973,28.291645
974,28.282898
975,28.274431
976,28.261326
977,28.248308
978,28.234766
979,28.232334
980,28.221891
981,28.206490
982,28.199062
983,28.190105
984,28.181177
985,28.168505
986,28.159649
987,28.154329
988,28.139572
989,28.134335
990,28.131193
991,28.113907
992,28.108587
993,28.095835
994,28.090731
995,28.083021
996,28.074945
997,28.063293
998,28.059515
999,28.053957
1000,28.041908
1001,28.026180
1002,28.016579
1003,28.011614
1004,28.005123
1005,27.989159
1006,27.984005
1007,27.974102
1008,27.964598
1009,27.943102
1010,27.942392
1011,27.932259
1012,27.921898
1013,27.917955
1014,27.912397
1015,27.905832
1016,27.897078
1017,27.885580
1018,27.883036
1019,27.878792
1020,27.869001
1021,27.852613
1022,27.844864
1023,27.833626
1024,27.823385
1025,27.808811
1026,27.792177
1027,27.791471
1028,27.785852
1029,27.779629
1030,27.774714
1031,27.768408
1032,27.754742
1033,27.752296
1034,27.739559
1035,27.736912
1036,27.724325
1037,27.705145
1038,27.699465
1039,27.693102
1040,27.683388
1041,27.678574
1042,27.668659
1043,27.659559
1044,27.651453
1045,27.646458
1046,27.644096
1047,27.630892
1048,27.621706
1049,27.614195
1050,27.608458
1051,27.593134
1052,27.587130
1053,27.583815
1054,27.573118
1055,27.567110
1056,27.556095
1057,27.554699
1058,27.531572
1059,27.522474
1060,27.513983
1061,27.506453
1062,27.501352
1063,27.498852
1064,27.489889
1065,27.481337
1066,27.476465
1067,27.462008
1068,27.458693
1069,27.437771
1070,27.433115
1071,27.419025
1072,27.414951
1073,27.405081
1074,27.397530
1075,27.386288
1076,27.382004
1077,27.375132
1078,27.373064
1079,27.354427
1080,27.344875
1081,27.335236
1082,27.329330
1083,27.316790
1084,27.311567
1085,27.304827
1086,27.290478
1087,27.288382
1088,27.275166
1089,27.271706
1090,27.261499
1091,27.249821
1092,27.244415
1093,27.240957
1094,27.232428
1095,27.214928
1096,27.209284
1097,27.198235
1098,27.191431
1099,27.187504
1100,27.179180
1101,27.164021
1102,27.162045
1103,27.152874
1104,27.144451
1105,27.141891
1106,27.130310
1107,27.112391
1108,27.108810
1109,27.092264
1110,27.086384
1111,27.083437
1112,27.077600
1113,27.071379
1114,27.058119
1115,27.045727
1116,27.042698
1117,27.037285
1118,27.027456
1119,27.015619
1120,27.010147
1121,27.001907
1122,26.988045
1123,26.972792
1124,26.966452
1125,26.953554
1126,26.949915
1127,26.940304
1128,26.935181
1129,26.931038
1130,26.918713
1131,26.917948
1132,26.907370
1133,26.904291
1134,26.888508
1135,26.885294
1136,26.866032
1137,26.862244
1138,26.858070
1139,26.845415
1140,26.833435
1141,26.827879
1142,26.823706
1143,26.821650
1144,26.804331
1145,26.799919
1146,26.793964
1147,26.780851
1148,26.768814
1149,26.763645
1150,26.754927
1151,26.753046
1152,26.744818
1153,26.736174
1154,26.729090
1155,26.710032
1156,26.702812
1157,26.697458
1158,26.691236
1159,26.676998
1160,26.662554
1161,26.658268
1162,26.652325
1163,26.643818
1164,26.640642
1165,26.625887
1166,26.624861
1167,26.612604
1168,26.603745
1169,26.598858
1170,26.586155
1171,26.574518
1172,26.573505
1173,26.564503
1174,26.559908
1175,26.553709
1176,26.546631
1177,26.538033
1178,26.518232
1179,26.508207
1180,26.504324
1181,26.500526
1182,26.481890
1183,26.468075
1184,26.466179
1185,26.456966
1186,26.447788
1187,26.439562
1188,26.436369
1189,26.425310
1190,26.413670
1191,26.405638
1192,26.393234
1193,26.387766
1194,26.382429
1195,26.369888
1196,26.368296
1197,26.359447
1198,26.347624
1199,26.336353
1200,26.326916
1201,26.323685
1202,26.319340
1203,26.309538
1204,26.298828
1205,26.286100
1206,26.283884
1207,26.274225
1208,26.266136
1209,26.252819
1210,26.245895
1211,26.236460
1212,26.231897
1213,26.227751
1214,26.219553
1215,26.214819
1216,26.210461
1217,26.191557
1218,26.188969
1219,26.181839
1220,26.167229
1221,26.162033
1222,26.149261
1223,26.134748
1224,26.131783
1225,26.123308
1226,26.114985
1227,26.102880
1228,26.087467
1229,26.079599
1230,26.072411
1231,26.071533
1232,26.060698
1233,26.052990
1234,26.046513
1235,26.038755
1236,26.030163
1237,26.013191
1238,26.008055
1239,25.994720
1240,25.986799
1241,25.979658
1242,25.977213
1243,25.968100
1244,25.963404
1245,25.949286
1246,25.946455
1247,25.932598
1248,25.925196
1249,25.924185
1250,25.911411
1251,25.904335
1252,25.892452
1253,25.889555
1254,25.882233
1255,25.871691
1256,25.861938
1257,25.855455
1258,25.847073
1259,25.839056
1260,25.830345
1261,25.827530
1262,25.812571
1263,25.805826
1264,25.802464
1265,25.781694
1266,25.779163
1267,25.766125
1268,25.759962
1269,25.759188
1270,25.747959
1271,25.739655
1272,25.736595
1273,25.723309
1274,25.709951
1275,25.700836
1276,25.691566
1277,25.683365
1278,25.679066
1279,25.669952
1280,25.657101
1281,25.648996
1282,25.646654
1283,25.641512
1284,25.630175
1285,25.618620
1286,25.614336
1287,25.600992
1288,25.598812
1289,25.583433
1290,25.577023
1291,25.572462
1292,25.556187
1293,25.555279
1294,25.547733
1295,25.536837
1296,25.530022
1297,25.521427
1298,25.511908
1299,25.506741
1300,25.488901
1301,25.483089
1302,25.470152
1303,25.468468
1304,25.461357
1305,25.457228
1306,25.444801
1307,25.440674
1308,25.422571
1309,25.418447
1310,25.408495
1311,25.406870
1312,25.402889
1313,25.398111
1314,25.388315
1315,25.386297
1316,25.381489
1317,25.372469
1318,25.357239
1319,25.352842
1320,25.342558
1321,25.335203
1322,25.331472
1323,25.325563
1324,25.312859
1325,25.301304
1326,25.289778
1327,25.284035
1328,25.279007
1329,25.264652
1330,25.253868
1331,25.250149
1332,25.248198
1333,25.230173
1334,25.222431
1335,25.219267
1336,25.214596
1337,25.204573
1338,25.192980
1339,25.187349
1340,25.178930
1341,25.176670
1342,25.160500
1343,25.156393
1344,25.147524
1345,25.140951
1346,25.134686
1347,25.127592
1348,25.117189
1349,25.102352
1350,25.097082
1351,25.082804
1352,25.076824
1353,25.070877
1354,25.068712
1355,25.061106
1356,25.051401
1357,25.038610
1358,25.032412
1359,25.016323
1360,25.004848
1361,25.001900
1362,24.991644
1363,24.986750
1364,24.982582
1365,24.963442
1366,24.959816
1367,24.950653
1368,24.937557
1369,24.930361
1370,24.924799
1371,24.912661
1372,24.900778
1373,24.896145
1374,24.891331
1375,24.881313
1376,24.877104
1377,24.872257
1378,24.863600
1379,24.849483
1380,24.841339
1381,24.836340
1382,24.827433
1383,24.823524
1384,24.812672
1385,24.809168
1386,24.801161
1387,24.789059
1388,24.784273
1389,24.777840
1390,24.762037
1391,24.755192
1392,24.747896
1393,24.733322
1394,24.726521
1395,24.720943
1396,24.713165
1397,24.707083
1398,24.699074
1399,24.692820
1400,24.681740
1401,24.676321
1402,24.667248
1403,24.665062
1404,24.656683
1405,24.649195
1406,24.643002
1407,24.639908
1408,24.631306
1409,24.615803
1410,24.609756
1411,24.600336
1412,24.594339
1413,24.581139
1414,24.568892
1415,24.567341
1416,24.560343
1417,24.552296
1418,24.544451
1419,24.535297
1420,24.524837
1421,24.517700
1422,24.510288
1423,24.504156
1424,24.487310
1425,24.478218
1426,24.474113
1427,24.464931
1428,24.461823
1429,24.454147
1430,24.448666
1431,24.446445
1432,24.430954
1433,24.429407
1434,24.421379
1435,24.409172
1436,24.404207
1437,24.391893
1438,24.382990
1439,24.374544
1440,24.371147
1441,24.354023
1442,24.352551
1443,24.341990
1444,24.335749
1445,24.325834
1446,24.315357
1447,24.310312
1448,24.303341
1449,24.294403
1450,24.287382
1451,24.273706
1452,24.267214
1453,24.263672
1454,24.252359
1455,24.247986
1456,24.237473
1457,24.226175
1458,24.222038
1459,24.212053
1460,24.204697
1461,24.202805
1462,24.195240
1463,24.186735
1464,24.176586
1465,24.166269
1466,24.163921
1467,24.147587
1468,24.146183
1469,24.132635
1470,24.126043
1471,24.116913
1472,24.111553
1473,24.108675
1474,24.099173
1475,24.092363
1476,24.080523
1477,24.078817
1478,24.065264
1479,24.062197
1480,24.055223
1481,24.050165
1482,24.047049
1483,24.027958
1484,24.023300
1485,24.014719
1486,24.005623
1487,24.000174
1488,23.996769
1489,23.976990
1490,23.970358
1491,23.959105
1492,23.952091
1493,23.948978
1494,23.938648
1495,23.929789
1496,23.923548
1497,23.907711
1498,23.895493
1499,23.892618
1500,23.888878
1501,23.880550
1502,23.874800
1503,23.864901
1504,23.863354
1505,23.852205
1506,23.840975
1507,23.836943
1508,23.826553
1509,23.811747
1510,23.805986
1511,23.798956
1512,23.796665
1513,23.791470
1514,23.774132
1515,23.767860
1516,23.762398
1517,23.752649
1518,23.748970
1519,23.744822
1520,23.732670
1521,23.713053
1522,23.710106
1523,23.703520
1524,23.700336
1525,23.689943
1526,23.687263
1527,23.674282
1528,23.662525
1529,23.661613
1530,23.651987
1531,23.646183
1532,23.635912
1533,23.624630
1534,23.620329
1535,23.615469
1536,23.611500
1537,23.602079
1538,23.595184
1539,23.584778
1540,23.574886
1541,23.570513
1542,23.562670
1543,23.548656
1544,23.540365
1545,23.534904
1546,23.529459
1547,23.528038
1548,23.513462
1549,23.506891
1550,23.490995
1551,23.484724
1552,23.482901
1553,23.470959
1554,23.457914
1555,23.453135
1556,23.449654
1557,23.441742
1558,23.436825
1559,23.423441
1560,23.412142
1561,23.407188
1562,23.400265
1563,23.391584
1564,23.387062
1565,23.377796
1566,23.376812
1567,23.366997
1568,23.358122
1569,23.351185
1570,23.347315
1571,23.337215
1572,23.327599
1573,23.314472
1574,23.311302
1575,23.297228
1576,23.291044
1577,23.286280
1578,23.282921
1579,23.274120
1580,23.272892
1581,23.260677
1582,23.248655
1583,23.243633
1584,23.235725
1585,23.234922
1586,23.220196
1587,23.210783
1588,23.206511
1589,23.194002
1590,23.186918
1591,23.177568
1592,23.172533
1593,23.171547
1594,23.159676
1595,23.151138
1596,23.147556
1597,23.140200
1598,23.130653
1599,23.117720
1600,23.114679
1601,23.104250
1602,23.093395
1603,23.080881
1604,23.073524
1605,23.068338
1606,23.061680
1607,23.059235
1608,23.054413
1609,23.039820
1610,23.032415
1611,23.023209
1612,23.018110
1613,23.003094
1614,22.994562
1615,22.993160
1616,22.983337
1617,22.974926
1618,22.967825
1619,22.955210
1620,22.949732
1621,22.947630
1622,22.934669
1623,22.924416
1624,22.921993
1625,22.911486
1626,22.904636
1627,22.895134
1628,22.889847
1629,22.879618
1630,22.870493
1631,22.862671
1632,22.858816
1633,22.854282
1634,22.844601
1635,22.830177
1636,22.823795
1637,22.815371
1638,22.805464
1639,22.798954
1640,22.789682
1641,22.788300
1642,22.780527
1643,22.775251
1644,22.762295
1645,22.757010
1646,22.743956
1647,22.741817
1648,22.734272
1649,22.727482
1650,22.720213
1651,22.715721
1652,22.704954
1653,22.700500
1654,22.691483
1655,22.683178
1656,22.661266
1657,22.656708
1658,22.644650
1659,22.637541
1660,22.628548
1661,22.625635
1662,22.613470
1663,22.608746
1664,22.603182
1665,22.597073
1666,22.587601
1667,22.580725
1668,22.576023
1669,22.575363
1670,22.559893
1671,22.555231
1672,22.549242
1673,22.537027
1674,22.531010
1675,22.523586
1676,22.514780
1677,22.513084
1678,22.503508
1679,22.495111
1680,22.485422
1681,22.484751
1682,22.479336
1683,22.465420
1684,22.453569
1685,22.451506
1686,22.443659
1687,22.433073
1688,22.429424
1689,22.417240
1690,22.412590
1691,22.396584
1692,22.392324
1693,22.386568
1694,22.378656
1695,22.373957
1696,22.369007
1697,22.356939
1698,22.354343
1699,22.346048
1700,22.337601
1701,22.330870
1702,22.324272
1703,22.309647
1704,22.301882
1705,22.301508
1706,22.288666
1707,22.279366
1708,22.271866
1709,22.263121
1710,22.258961
1711,22.253090
1712,22.245657
1713,22.238230
1714,22.230463
1715,22.222666
1716,22.210230
1717,22.201942
1718,22.195034
1719,22.189281
1720,22.184465
1721,22.182417
1722,22.170280
1723,22.168016
1724,22.158590
1725,22.145094
1726,22.142967
1727,22.134251
1728,22.120251
1729,22.119787
1730,22.113852
1731,22.101551
1732,22.094166
1733,22.090763
1734,22.078808
1735,22.076155
1736,22.061085
1737,22.055696
1738,22.052271
1739,22.047176
1740,22.040293
1741,22.026508
1742,22.021059
1743,22.018198
1744,22.008123
1745,21.999107
1746,21.982344
1747,21.969713
1748,21.966787
1749,21.959545
1750,21.947281
1751,21.940664
1752,21.937111
1753,21.930861
1754,21.916534
1755,21.906242
1756,21.900717
1757,21.893335
1758,21.885931
1759,21.880314
1760,21.878532
1761,21.866598
1762,21.860291
1763,21.852135
1764,21.840723
1765,21.831480
1766,21.829023
1767,21.823895
1768,21.815819
1769,21.808270
1770,21.801914
1771,21.792526
1772,21.783464
1773,21.779011
1774,21.770184
1775,21.761448
1776,21.752577
1777,21.737206
1778,21.731405
1779,21.723011
1780,21.713861
1781,21.708328
1782,21.698097
1783,21.696486
1784,21.693283
1785,21.677542
1786,21.672201
1787,21.667820
1788,21.660597
1789,21.650375
1790,21.644670
1791,21.634941
1792,21.630430
1793,21.622301
1794,21.615465
1795,21.606682
1796,21.601580
1797,21.586615
1798,21.582397
1799,21.576126
1800,21.572348
1801,21.562090
1802,21.556862
1803,21.554890
1804,21.537960
1805,21.531944
1806,21.525629
1807,21.518085
1808,21.506371
1809,21.506216
1810,21.487503
1811,21.484533
1812,21.478966
1813,21.469496
1814,21.461227
1815,21.453220
1816,21.448812
1817,21.442747
1818,21.440317
1819,21.430769
1820,21.414944
1821,21.408871
1822,21.404371
1823,21.400194
1824,21.393120
1825,21.383688
1826,21.380180
1827,21.365587
1828,21.361702
1829,21.354837
1830,21.344137
1831,21.342543
1832,21.329779
1833,21.323275
1834,21.315725
1835,21.305223
1836,21.303347
1837,21.289810
1838,21.285257
1839,21.283194
1840,21.270916
1841,21.260727
1842,21.247875
1843,21.241117
1844,21.235216
1845,21.224922
1846,21.209805
1847,21.204365
1848,21.196098
1849,21.192553
1850,21.184448
1851,21.177502
1852,21.161770
1853,21.159384
1854,21.157478
1855,21.143835
1856,21.129381
1857,21.127192
1858,21.116230
1859,21.108395
1860,21.102795
1861,21.097956
1862,21.090555
1863,21.086555
1864,21.074377
1865,21.063986
1866,21.057634
1867,21.056379
1868,21.043158
1869,21.035507
1870,21.034790
1871,21.029217
