Index,Eigenvalue
215,1321.022705
216,1320.515015
217,1318.788452
218,1317.570679
219,1316.904541
220,1316.529785
221,1316.066772
222,1314.549683
223,1313.059814
224,1312.063965
225,1310.744385
226,1310.334717
227,1308.685913
228,1308.122070
229,1307.949097
230,1306.004272
231,1304.984619
232,1303.930054
233,1302.980957
234,1301.986572
235,1300.620972
236,1299.829346
237,1299.121338
238,1297.707153
239,1297.314941
240,1296.538696
241,1294.289429
242,1294.174805
243,1293.011353
244,1291.692139
245,1291.053589
246,1290.192261
247,1288.528076
248,1288.310059
249,1288.083130
250,1286.894043
251,1285.751587
252,1284.194336
253,1282.965210
254,1281.631958
255,1281.066040
256,1279.915527
257,1278.572754
258,1277.941406
259,1276.856567
260,1275.264893
261,1274.928589
262,1274.737305
263,1272.646118
264,1272.438843
265,1270.793213
266,1270.756714
267,1269.616821
268,1268.869019
269,1268.803345
270,1268.189819
271,1268.044922
272,1267.252075
273,1265.201172
274,1264.645142
275,1263.731201
276,1262.762451
277,1262.295654
278,1260.694214
279,1259.995361
280,1258.864014
281,1257.934082
282,1256.638794
283,1255.292969
284,1253.706909
285,1253.450195
286,1252.484619
287,1251.928589
288,1251.375610
289,1250.686646
290,1249.030273
291,1248.622437
292,1247.169678
293,1246.581665
294,1245.508301
295,1243.996704
296,1243.517212
297,1243.083862
298,1241.898071
299,1241.072144
300,1239.862793
301,1239.413574
302,1237.783325
303,1236.864746
304,1235.697144
305,1235.582031
306,1235.078735
307,1233.123169
308,1232.376587
309,1230.815308
310,1230.770630
311,1229.957642
312,1228.790161
313,1228.148071
314,1226.671509
315,1225.463501
316,1224.924316
317,1223.909180
318,1223.567505
319,1223.126221
320,1221.727051
321,1221.354370
322,1220.424561
323,1219.301758
324,1218.472412
325,1217.901978
326,1217.135376
327,1215.530029
328,1215.151123
329,1214.102905
330,1213.441406
331,1212.686157
332,1211.076904
333,1210.677368
334,1210.053833
335,1209.255127
336,1208.308350
337,1207.899048
338,1207.705444
339,1206.519653
340,1204.902832
341,1204.021240
342,1203.283569
343,1202.362915
344,1201.040039
345,1200.429810
346,1200.048584
347,1199.147827
348,1198.319824
349,1197.163452
350,1196.376831
351,1195.208862
352,1194.071167
353,1193.886108
354,1193.446289
355,1191.840576
356,1191.356079
357,1190.415894
358,1189.708862
359,1189.477295
360,1187.510620
361,1187.045898
362,1186.390869
363,1185.875000
364,1185.228638
365,1184.450562
366,1183.762329
367,1183.099487
368,1182.756958
369,1180.539917
370,1180.242310
371,1179.536499
372,1177.379761
373,1176.629150
374,1176.371948
375,1175.870361
376,1175.140015
377,1174.339478
378,1173.931885
379,1172.819458
380,1172.450928
381,1171.346924
382,1171.046143
383,1170.183350
384,1169.479492
385,1168.594360
386,1167.858765
387,1167.209961
388,1166.575562
389,1165.958130
390,1164.553467
391,1164.051514
392,1161.969482
393,1161.616943
394,1160.816772
395,1159.699341
396,1159.477295
397,1159.199951
398,1157.960571
399,1156.833862
400,1156.050903
401,1154.650513
402,1154.008179
403,1153.675293
404,1152.803467
405,1151.943848
406,1151.709961
407,1151.173706
408,1150.520142
409,1149.713135
410,1148.490845
411,1147.672607
412,1146.907593
413,1145.994263
414,1145.401733
415,1145.180176
416,1144.072266
417,1142.963745
418,1142.511353
419,1141.658569
420,1140.734863
421,1139.434326
422,1138.819946
423,1138.408203
424,1136.365967
425,1135.868652
426,1135.177490
427,1134.851440
428,1133.904907
429,1133.601440
430,1132.879028
431,1131.761353
432,1131.240601
433,1130.507324
434,1129.789917
435,1128.881592
436,1128.353394
437,1127.865479
438,1126.913086
439,1125.700684
440,1125.408447
441,1124.435059
442,1123.626099
443,1122.206665
444,1122.082397
445,1121.551880
446,1120.666626
447,1120.081543
448,1118.987671
449,1118.668823
450,1118.517822
451,1117.343140
452,1116.717529
453,1115.710571
454,1115.143311
455,1114.328491
456,1113.894409
457,1113.283447
458,1112.253784
459,1111.577393
460,1110.182129
461,1109.985596
462,1109.739380
463,1109.350342
464,1108.220581
465,1107.751953
466,1106.498047
467,1106.108032
468,1104.887207
469,1104.165527
470,1103.821167
471,1103.446533
472,1102.854858
473,1101.829834
474,1100.810181
475,1099.745361
476,1098.894165
477,1098.472900
478,1097.785522
479,1096.755127
480,1095.739136
481,1095.670898
482,1094.953735
483,1094.818481
484,1093.477173
485,1093.312256
486,1091.496216
487,1090.933594
488,1090.347290
489,1089.205078
490,1089.003540
491,1088.652710
492,1087.344360
493,1086.663696
494,1086.339966
495,1085.958374
496,1084.875244
497,1083.537720
498,1082.902710
499,1082.042358
500,1081.181030
501,1080.923218
502,1080.490234
503,1079.585327
504,1078.803711
505,1078.429321
506,1077.669189
507,1077.299316
508,1076.269775
509,1075.761841
510,1074.968140
511,1074.315552
512,1074.096802
513,1072.465576
514,1071.682007
515,1071.323730
516,1070.212036
517,1069.412842
518,1068.998535
519,1067.786743
520,1067.494263
521,1066.859253
522,1066.063965
523,1064.737793
524,1064.623413
525,1063.419556
526,1063.053467
527,1061.655151
528,1061.217773
529,1060.301880
530,1059.628418
531,1059.360107
532,1058.699463
533,1058.083008
534,1057.187622
535,1057.123657
536,1055.247437
537,1054.790527
538,1054.393066
539,1053.808838
540,1053.047485
541,1052.202026
542,1052.005127
543,1051.790405
544,1050.169434
545,1049.812744
546,1048.625610
547,1047.751343
548,1047.322388
549,1046.606689
550,1046.002075
551,1045.492310
552,1044.940186
553,1043.569092
554,1042.590820
555,1041.871826
556,1041.688721
557,1040.610229
558,1040.359741
559,1039.911011
560,1039.001831
561,1038.774536
562,1038.159302
563,1036.999146
564,1036.226562
565,1035.492554
566,1035.181152
567,1034.879639
568,1033.769409
569,1033.136597
570,1032.294067
571,1031.917847
572,1031.008911
573,1030.451172
574,1029.322266
575,1028.892212
576,1028.542969
577,1028.144531
578,1027.143433
579,1025.855591
580,1025.809448
581,1025.209106
582,1024.678101
583,1023.877502
584,1023.638550
585,1023.386536
586,1022.345947
587,1021.930054
588,1020.216736
589,1019.571411
590,1019.083435
591,1018.383484
592,1017.776306
593,1017.533020
594,1016.420349
595,1015.962402
596,1015.413147
597,1014.392334
598,1013.343933
599,1013.257385
600,1013.077820
601,1011.625732
602,1011.255432
603,1010.912292
604,1009.942627
605,1009.394226
606,1007.901001
607,1007.249146
608,1007.159668
609,1006.523010
610,1006.247314
611,1005.561096
612,1004.546448
613,1004.126465
614,1004.021606
615,1002.989258
616,1002.400879
617,1002.001221
618,1001.662109
619,1000.640381
620,999.295776
621,998.586487
622,998.449341
623,998.244141
624,997.233582
625,996.587952
626,996.305054
627,995.843262
628,994.830811
629,994.473877
630,993.866760
631,992.830383
632,992.760437
633,991.608948
634,990.951294
635,989.971130
636,988.966797
637,988.698425
638,988.155518
639,987.848877
640,987.222534
641,986.020752
642,985.527588
643,985.158630
644,984.477722
645,983.530151
646,982.514343
647,982.227905
648,981.710815
649,981.338318
650,980.638367
651,980.406860
652,979.590210
653,979.246460
654,978.912964
655,978.370361
656,977.102234
657,976.656372
658,976.149658
659,974.944702
660,974.258179
661,974.077576
662,973.614685
663,972.684265
664,971.428955
665,970.928467
666,970.361328
667,969.720703
668,968.667297
669,968.310120
670,967.522583
671,966.248901
672,966.210449
673,966.044373
674,965.240723
675,964.907104
676,964.177979
677,963.619568
678,963.197937
679,963.065369
680,961.977905
681,961.824402
682,961.482727
683,960.163696
684,960.044678
685,959.668213
686,958.975769
687,957.593506
688,957.390747
689,956.376404
690,955.883728
691,955.794739
692,954.786438
693,954.562439
694,953.628601
695,952.972900
696,952.764893
697,952.227600
698,951.943970
699,951.162842
700,950.483826
701,949.556885
702,948.924622
703,948.623474
704,948.075745
705,947.031128
706,945.822632
707,945.577087
708,945.121460
709,944.684448
710,944.271667
711,943.718811
712,943.313232
713,942.337158
714,941.291565
715,940.788208
716,939.979187
717,939.469604
718,939.044861
719,938.636780
720,937.854431
721,936.521057
722,935.939148
723,935.442871
724,935.257019
725,934.601807
726,934.446594
727,933.695984
728,933.112793
729,932.572144
730,931.799927
731,931.663635
732,930.524414
733,929.972107
734,929.278748
735,928.431274
736,928.201965
737,927.956299
738,927.358765
739,926.393188
740,926.011963
741,925.415039
742,925.257019
743,924.712219
744,924.219971
745,923.442932
746,923.126526
747,922.495911
748,921.119446
749,920.692871
750,920.144409
751,919.730713
752,919.448364
753,918.792542
754,918.066772
755,917.089905
756,916.728027
757,916.131592
758,915.658813
759,914.725342
760,914.288086
761,913.532410
762,912.962769
763,912.473633
764,912.352112
765,911.752380
766,911.092590
767,910.490051
768,909.835999
769,909.318909
770,909.018799
771,908.669006
772,907.660706
773,907.096558
774,906.870972
775,906.196838
776,905.505737
777,905.226379
778,905.158752
779,904.296814
780,903.791870
781,902.832275
782,902.599182
783,901.802490
784,901.416199
785,900.491516
786,900.291626
787,899.253967
788,899.061340
789,898.534912
790,897.781250
791,897.341125
792,897.072815
793,896.727478
794,895.049316
795,894.819580
796,894.179565
797,893.673035
798,893.560608
799,892.436035
800,891.743103
801,891.490479
802,891.177246
803,890.038086
804,889.539856
805,889.302734
806,889.100037
807,888.181213
808,887.632812
809,886.732971
810,885.856812
811,885.412109
812,885.251648
813,884.419250
814,884.005371
815,883.706360
816,883.387573
817,883.095093
818,881.565979
819,881.024231
820,880.728516
821,880.577454
822,879.996765
823,879.443237
824,878.813599
825,877.643066
826,876.903320
827,876.532288
828,876.085693
829,875.776794
830,875.256042
831,874.973206
832,874.191101
833,873.223999
834,872.933167
835,872.380249
836,871.786438
837,871.187683
838,870.835693
839,870.473328
840,869.862183
841,869.215820
842,868.274170
843,867.840698
844,867.338318
845,866.967651
846,866.299011
847,866.005493
848,865.054810
849,864.681824
850,864.081482
851,863.593140
852,863.110168
853,862.377869
854,862.087524
855,861.716309
856,860.839600
857,860.117493
858,859.395447
859,858.966797
860,858.343079
861,858.204163
862,857.479858
863,857.265198
864,856.341248
865,856.107239
866,855.818176
867,854.636963
868,854.342285
869,854.124207
870,853.395508
871,853.178406
872,852.823853
873,852.132874
874,851.647461
875,850.621582
876,849.991577
877,849.657837
878,849.123047
879,848.638977
880,848.456421
881,847.853516
882,847.754395
883,846.810852
884,846.680847
885,846.409119
886,845.605286
887,844.756592
888,844.498108
889,843.582153
890,842.980164
891,842.583984
892,841.694702
893,841.493713
894,840.915161
895,840.246704
896,840.010071
897,839.607483
898,838.814026
899,838.483521
900,837.875732
901,837.573914
902,836.961548
903,836.628479
904,836.456970
905,835.733948
906,834.390076
907,834.343872
908,834.002563
909,833.453979
910,833.023987
911,832.317261
912,831.698730
913,831.471130
914,831.032410
915,830.823425
916,830.167664
917,829.634216
918,828.757568
919,827.652344
920,827.213684
921,827.034119
922,826.486145
923,826.214844
924,825.663757
925,824.589233
926,824.207031
927,823.878906
928,823.474915
929,822.736755
930,822.258545
931,821.593933
932,821.150452
933,820.464417
934,820.129761
935,819.616882
936,819.101074
937,818.169861
938,818.050659
939,817.644592
940,817.136780
941,816.514404
942,815.902100
943,815.586609
944,814.519470
945,814.265930
946,813.757263
947,813.393311
948,812.877625
949,812.773926
950,811.835693
951,811.086548
952,810.593506
953,810.179443
954,809.848450
955,809.293762
956,808.763428
957,808.135864
958,807.711243
959,807.491760
960,806.597046
961,806.222351
962,805.625610
963,805.182800
964,804.649780
965,803.862061
966,803.365112
967,802.354980
968,802.188721
969,802.112488
970,801.805908
971,801.017761
972,800.794617
973,800.428223
974,799.927979
975,799.455139
976,798.727905
977,797.983276
978,797.216614
979,797.082214
980,796.489685
981,795.619751
982,795.202087
983,794.697021
984,794.193848
985,793.480713
986,792.983887
987,792.684265
988,791.851807
989,791.552246
990,791.379272
991,790.414795
992,790.105835
993,789.387878
994,789.100952
995,788.667175
996,788.214661
997,787.561523
998,787.342041
999,787.040955
1000,786.364197
1001,785.480652
1002,784.942993
1003,784.665283
1004,784.303772
1005,783.406189
1006,783.111084
1007,782.557678
1008,782.030701
1009,780.833191
1010,780.793640
1011,780.227783
1012,779.648560
1013,779.427429
1014,779.111694
1015,778.743164
1016,778.251892
1017,777.613586
1018,777.469482
1019,777.232300
1020,776.689148
1021,775.773254
1022,775.345642
1023,774.719849
1024,774.151489
1025,773.342163
1026,772.420349
1027,772.379272
1028,772.068054
1029,771.724060
1030,771.450623
1031,771.092773
1032,770.335449
1033,770.197571
1034,769.493652
1035,769.348938
1036,768.648926
1037,767.583801
1038,767.267517
1039,766.924072
1040,766.380615
1041,766.108093
1042,765.569336
1043,765.051636
1044,764.614136
1045,764.334778
1046,764.199890
1047,763.476501
1048,762.968140
1049,762.552368
1050,762.233582
1051,761.387817
1052,761.054138
1053,760.866943
1054,760.282166
1055,759.951416
1056,759.336243
1057,759.264099
1058,757.992859
1059,757.493408
1060,757.025940
1061,756.610168
1062,756.324646
1063,756.193787
1064,755.707764
1065,755.224121
1066,754.964600
1067,754.178223
1068,753.984863
1069,752.836121
1070,752.580994
1071,751.808716
1072,751.587952
1073,751.048584
1074,750.634460
1075,750.014404
1076,749.778687
1077,749.406555
1078,749.293274
1079,748.268311
1080,747.752502
1081,747.225708
1082,746.894836
1083,746.214355
1084,745.927673
1085,745.560852
1086,744.776306
1087,744.655518
1088,743.939880
1089,743.762695
1090,743.195374
1091,742.562317
1092,742.262146
1093,742.075134
1094,741.610046
1095,740.660034
1096,740.354248
1097,739.749634
1098,739.376160
1099,739.162598
1100,738.712036
1101,737.883667
1102,737.783081
1103,737.293640
1104,736.828796
1105,736.686890
1106,736.059265
1107,735.085144
1108,734.893372
1109,733.998718
1110,733.679443
1111,733.520081
1112,733.199219
1113,732.863159
1114,732.147095
1115,731.477783
1116,731.310486
1117,731.021057
1118,730.485779
1119,729.848145
1120,729.555481
1121,729.107239
1122,728.357117
1123,727.534912
1124,727.193176
1125,726.495544
1126,726.302979
1127,725.785156
1128,725.507324
1129,725.286194
1130,724.620056
1131,724.575256
1132,724.010620
1133,723.842163
1134,722.997375
1135,722.823792
1136,721.784607
1137,721.592834
1138,721.364319
1139,720.677917
1140,720.041016
1141,719.739197
1142,719.514709
1143,719.404175
1144,718.477112
1145,718.235840
1146,717.923889
1147,717.216858
1148,716.574524
1149,716.296570
1150,715.828613
1151,715.726929
1152,715.288635
1153,714.829407
1154,714.446716
1155,713.429504
1156,713.046509
1157,712.754700
1158,712.429932
1159,711.683899
1160,710.898438
1161,710.676208
1162,710.352417
1163,709.899963
1164,709.731445
1165,708.940125
1166,708.886841
1167,708.232483
1168,707.759705
1169,707.503113
1170,706.825806
1171,706.214478
1172,706.152405
1173,705.678162
1174,705.436646
1175,705.105530
1176,704.728638
1177,704.271362
1178,703.219910
1179,702.693848
1180,702.485229
1181,702.285889
1182,701.292542
1183,700.559265
1184,700.465454
1185,699.978027
1186,699.494507
1187,699.054138
1188,698.883789
1189,698.304016
1190,697.683472
1191,697.259644
1192,696.609863
1193,696.320190
1194,696.038269
1195,695.378662
1196,695.292236
1197,694.825562
1198,694.202209
1199,693.606140
1200,693.106995
1201,692.939026
1202,692.710571
1203,692.195374
1204,691.629822
1205,690.963257
1206,690.846008
1207,690.338867
1208,689.914307
1209,689.215454
1210,688.851685
1211,688.358154
1212,688.119385
1213,687.896606
1214,687.484314
1215,687.216858
1216,686.995239
1217,685.999512
1218,685.867554
1219,685.498962
1220,684.725281
1221,684.455261
1222,683.785645
1223,683.028320
1224,682.873840
1225,682.433228
1226,681.996399
1227,681.367981
1228,680.561646
1229,680.151672
1230,679.778564
1231,679.729065
1232,679.166809
1233,678.763245
1234,678.422913
1235,678.022217
1236,677.575806
1237,676.688599
1238,676.425415
1239,675.729736
1240,675.320190
1241,674.942688
1242,674.821350
1243,674.343018
1244,674.103088
1245,673.369385
1246,673.222900
1247,672.507812
1248,672.120361
1249,672.068909
1250,671.406067
1251,671.037842
1252,670.423950
1253,670.272705
1254,669.895142
1255,669.346497
1256,668.842224
1257,668.504700
1258,668.074219
1259,667.659790
1260,667.210999
1261,667.060974
1262,666.289673
1263,665.940796
1264,665.766296
1265,664.696289
1266,664.565796
1267,663.898071
1268,663.577332
1269,663.538757
1270,662.961243
1271,662.533813
1272,662.377014
1273,661.692871
1274,661.004089
1275,660.536804
1276,660.062073
1277,659.642273
1278,659.418396
1279,658.954163
1280,658.292419
1281,657.874329
1282,657.753113
1283,657.491516
1284,656.912659
1285,656.319275
1286,656.102661
1287,655.412231
1288,655.301819
1289,654.517395
1290,654.187988
1291,653.953918
1292,653.121155
1293,653.075134
1294,652.689514
1295,652.133606
1296,651.784729
1297,651.349609
1298,650.862183
1299,650.597229
1300,649.690674
1301,649.392883
1302,648.731079
1303,648.645691
1304,648.285400
1305,648.074036
1306,647.450256
1307,647.230713
1308,646.312317
1309,646.102356
1310,645.596924
1311,645.504700
1312,645.311035
1313,645.064453
1314,644.566650
1315,644.465271
1316,644.215210
1317,643.758972
1318,642.988647
1319,642.766602
1320,642.245789
1321,641.872864
1322,641.681946
1323,641.381897
1324,640.740540
1325,640.161072
1326,639.575867
1327,639.284729
1328,639.030151
1329,638.304077
1330,637.755432
1331,637.574585
1332,637.476440
1333,636.564636
1334,636.171753
1335,636.013611
1336,635.778381
1337,635.277222
1338,634.689392
1339,634.404236
1340,633.977417
1341,633.867249
1342,633.052979
1343,632.844971
1344,632.398804
1345,632.067810
1346,631.752808
1347,631.399475
1348,630.873352
1349,630.129211
1350,629.864441
1351,629.152344
1352,628.851135
1353,628.553101
1354,628.444092
1355,628.064514
1356,627.574829
1357,626.933533
1358,626.622681
1359,625.822205
1360,625.246033
1361,625.097534
1362,624.582336
1363,624.341125
1364,624.133728
1365,623.175598
1366,622.994812
1367,622.538635
1368,621.883972
1369,621.525208
1370,621.247986
1371,620.642090
1372,620.051086
1373,619.817261
1374,619.586975
1375,619.084290
1376,618.872375
1377,618.630554
1378,618.201355
1379,617.498657
1380,617.093872
1381,616.849426
1382,616.403748
1383,616.210083
1384,615.668701
1385,615.497131
1386,615.098999
1387,614.498291
1388,614.263000
1389,613.944153
1390,613.160950
1391,612.823486
1392,612.460571
1393,611.738647
1394,611.404541
1395,611.127686
1396,610.746704
1397,610.444031
1398,610.043457
1399,609.737183
1400,609.189941
1401,608.923218
1402,608.474670
1403,608.365906
1404,607.952148
1405,607.583496
1406,607.282959
1407,607.129700
1408,606.702576
1409,605.938232
1410,605.637756
1411,605.177368
1412,604.881531
1413,604.233337
1414,603.631409
1415,603.563477
1416,603.213013
1417,602.817993
1418,602.433777
1419,601.981750
1420,601.467590
1421,601.118591
1422,600.757446
1423,600.453003
1424,599.631409
1425,599.187195
1426,598.987366
1427,598.536804
1428,598.384033
1429,598.004150
1430,597.737610
1431,597.630188
1432,596.868530
1433,596.794800
1434,596.406494
1435,595.809631
1436,595.567261
1437,594.965515
1438,594.526001
1439,594.121033
1440,593.958740
1441,593.122925
1442,593.048523
1443,592.536377
1444,592.231506
1445,591.746216
1446,591.236145
1447,590.993225
1448,590.652710
1449,590.218994
1450,589.877747
1451,589.212769
1452,588.900757
1453,588.724121
1454,588.179199
1455,587.965149
1456,587.455811
1457,586.916687
1458,586.709839
1459,586.225525
1460,585.872925
1461,585.776855
1462,585.409058
1463,584.999451
1464,584.505859
1465,584.009583
1466,583.897339
1467,583.105835
1468,583.039673
1469,582.382080
1470,582.065735
1471,581.623901
1472,581.365540
1473,581.226746
1474,580.770447
1475,580.440674
1476,579.879456
1477,579.789429
1478,579.137634
1479,578.989990
1480,578.651001
1481,578.411316
1482,578.261230
1483,577.340820
1484,577.115479
1485,576.706116
1486,576.273987
1487,576.010620
1488,575.844849
1489,574.898438
1490,574.580811
1491,574.040588
1492,573.705200
1493,573.556763
1494,573.063293
1495,572.637573
1496,572.336792
1497,571.582947
1498,570.996094
1499,570.853210
1500,570.681946
1501,570.279907
1502,570.003845
1503,569.534302
1504,569.460815
1505,568.928589
1506,568.392334
1507,568.203430
1508,567.704468
1509,567.000488
1510,566.724243
1511,566.392151
1512,566.283569
1513,566.034607
1514,565.209045
1515,564.911743
1516,564.651123
1517,564.188293
1518,564.012817
1519,563.815552
1520,563.238464
1521,562.309570
1522,562.169434
1523,561.857422
1524,561.705383
1525,561.212463
1526,561.086548
1527,560.474243
1528,559.914001
1529,559.872070
1530,559.417725
1531,559.144226
1532,558.656311
1533,558.126526
1534,557.920715
1535,557.692261
1536,557.503601
1537,557.060303
1538,556.734497
1539,556.240723
1540,555.775818
1541,555.569641
1542,555.197754
1543,554.538086
1544,554.147705
1545,553.891174
1546,553.634155
1547,553.570374
1548,552.884033
1549,552.570190
1550,551.828918
1551,551.530151
1552,551.446350
1553,550.888062
1554,550.275696
1555,550.050720
1556,549.886536
1557,549.516785
1558,549.285095
1559,548.656494
1560,548.129395
1561,547.894165
1562,547.571228
1563,547.168640
1564,546.954285
1565,546.521179
1566,546.476013
1567,546.017883
1568,545.599731
1569,545.278748
1570,545.097595
1571,544.624878
1572,544.177063
1573,543.564148
1574,543.417969
1575,542.752747
1576,542.477234
1577,542.250854
1578,542.093628
1579,541.690491
1580,541.629272
1581,541.058838
1582,540.500000
1583,540.268982
1584,539.901306
1585,539.861511
1586,539.178101
1587,538.742126
1588,538.545044
1589,537.964111
1590,537.632812
1591,537.200989
1592,536.970093
1593,536.921326
1594,536.369019
1595,535.977905
1596,535.810791
1597,535.468201
1598,535.028137
1599,534.427124
1600,534.288147
1601,533.807922
1602,533.306152
1603,532.728271
1604,532.388245
1605,532.145691
1606,531.836365
1607,531.729126
1608,531.502808
1609,530.834595
1610,530.495300
1611,530.067932
1612,529.834778
1613,529.140991
1614,528.750122
1615,528.690125
1616,528.235291
1617,527.848816
1618,527.520996
1619,526.940247
1620,526.690186
1621,526.592407
1622,525.998535
1623,525.529480
1624,525.417847
1625,524.935730
1626,524.622498
1627,524.187195
1628,523.946899
1629,523.478516
1630,523.059326
1631,522.701782
1632,522.526428
1633,522.316650
1634,521.874390
1635,521.219177
1636,520.926086
1637,520.540527
1638,520.089661
1639,519.793762
1640,519.369934
1641,519.304810
1642,518.953308
1643,518.713440
1644,518.121399
1645,517.882080
1646,517.287292
1647,517.190674
1648,516.847961
1649,516.541443
1650,516.211853
1651,516.004822
1652,515.516663
1653,515.315796
1654,514.903259
1655,514.527954
1656,513.534607
1657,513.327881
1658,512.781067
1659,512.459961
1660,512.052063
1661,511.920563
1662,511.370911
1663,511.157410
1664,510.903809
1665,510.628082
1666,510.201538
1667,509.890961
1668,509.682281
1669,509.654236
1670,508.950531
1671,508.739044
1672,508.468140
1673,507.917389
1674,507.649567
1675,507.310669
1676,506.916290
1677,506.838043
1678,506.407501
1679,506.029083
1680,505.591492
1681,505.567139
1682,505.316406
1683,504.694977
1684,504.163300
1685,504.070831
1686,503.717773
1687,503.243347
1688,503.079651
1689,502.533966
1690,502.318359
1691,501.605652
1692,501.416656
1693,501.159027
1694,500.799652
1695,500.592285
1696,500.372314
1697,499.830688
1698,499.715973
1699,499.344025
1700,498.966736
1701,498.669098
1702,498.371735
1703,497.720886
1704,497.376678
1705,497.354889
1706,496.784485
1707,496.370758
1708,496.037659
1709,495.645172
1710,495.461334
1711,495.200470
1712,494.869415
1713,494.541718
1714,494.193939
1715,493.847443
1716,493.294525
1717,492.926270
1718,492.620209
1719,492.363373
1720,492.150421
1721,492.059814
1722,491.520386
1723,491.420685
1724,491.002533
1725,490.406067
1726,490.309875
1727,489.925323
1728,489.307434
1729,489.286224
1730,489.018433
1731,488.480560
1732,488.151611
1733,488.002563
1734,487.472595
1735,487.360291
1736,486.692993
1737,486.457062
1738,486.304260
1739,486.079407
1740,485.777893
1741,485.170349
1742,484.927856
1743,484.802399
1744,484.356964
1745,483.962555
1746,483.224548
1747,482.667267
1748,482.541290
1749,482.219971
1750,481.685181
1751,481.394348
1752,481.237183
1753,480.964600
1754,480.333710
1755,479.884949
1756,479.645172
1757,479.318390
1758,478.993713
1759,478.750366
1760,478.672333
1761,478.150665
1762,477.873810
1763,477.514648
1764,477.016205
1765,476.613068
1766,476.506683
1767,476.282562
1768,475.931702
1769,475.598175
1770,475.324524
1771,474.915833
1772,474.520660
1773,474.324524
1774,473.940186
1775,473.562134
1776,473.178253
1777,472.505646
1778,472.251862
1779,471.889404
1780,471.491577
1781,471.252380
1782,470.813141
1783,470.741913
1784,470.600830
1785,469.915955
1786,469.684540
1787,469.495636
1788,469.180847
1789,468.736755
1790,468.492462
1791,468.072327
1792,467.875366
1793,467.527374
