Index,Eigenvalue
367,28.561214
368,28.835732
369,28.900234
370,29.197441
371,29.243519
372,29.303331
373,29.670048
374,29.939522
375,30.113583
376,30.343719
377,30.500795
378,30.556656
379,30.667582
380,30.898663
381,31.232592
382,31.236567
383,31.446939
384,31.600685
385,31.742323
386,31.977772
387,32.133644
388,32.275314
389,32.445999
390,32.761486
391,32.872391
392,33.007950
393,33.280682
394,33.387543
395,33.513477
396,33.746773
397,33.809208
398,33.852249
399,34.197895
400,34.549290
401,34.594093
402,34.663456
403,35.037212
404,35.072811
405,35.285973
406,35.348900
407,35.626617
408,35.773861
409,35.917133
410,36.129845
411,36.200230
412,36.372665
413,36.780025
414,36.957455
415,37.119408
416,37.173798
417,37.239532
418,37.581654
419,37.761253
420,37.986282
421,38.105961
422,38.298672
423,38.339249
424,38.573303
425,38.602230
426,38.973351
427,39.122559
428,39.467010
429,39.524231
430,39.777367
431,39.849327
432,40.230125
433,40.249104
434,40.562031
435,40.753826
436,40.759121
437,40.802391
438,41.244675
439,41.313232
440,41.689960
441,41.722092
442,41.747189
443,42.318058
444,42.410923
445,42.655846
446,42.906330
447,42.925068
448,43.207153
449,43.355518
450,43.771626
451,43.811245
452,43.892601
453,44.245628
454,44.346840
455,44.627213
456,44.727161
457,45.036362
458,45.365112
459,45.732880
460,45.739277
461,46.127068
462,46.232620
463,46.668640
464,46.773083
465,47.100243
466,47.102974
467,47.693268
468,47.744270
469,47.929485
470,48.209461
471,48.217796
472,48.650013
473,48.660759
474,48.760998
475,49.076965
476,49.311413
477,49.663445
478,49.682610
479,49.951885
480,50.241936
481,50.535179
482,50.657784
483,50.684208
484,51.195992
485,51.422745
486,51.537025
487,51.652271
488,51.963654
489,52.099819
490,52.422447
491,52.632214
492,52.767063
493,53.076374
494,53.206989
495,53.220966
496,53.513592
497,53.775429
498,54.116158
499,54.215237
500,54.268147
501,55.000954
502,55.005417
503,55.432972
504,55.626202
505,55.734184
506,55.877159
507,56.144882
508,56.450470
509,56.823715
510,57.013420
511,57.146854
512,57.252972
513,57.620255
514,57.635757
515,58.059258
516,58.323345
517,58.366005
518,58.816372
519,59.254185
520,59.267017
521,59.357761
522,59.492882
523,60.076157
524,60.166275
525,60.515705
526,60.808636
527,60.971066
528,61.166500
529,61.571037
530,61.672867
531,62.017605
532,62.252316
533,62.502361
534,62.866123
535,63.139946
536,63.224171
537,63.401119
538,64.090675
539,64.255127
540,64.753906
541,65.038300
542,65.093140
543,65.417465
544,65.557808
545,65.678276
546,65.992203
547,66.227623
548,66.461716
549,66.702789
550,66.830124
551,67.230721
552,67.254295
553,67.849197
554,68.033577
555,68.305717
556,68.445747
557,68.810867
558,69.217903
559,69.520859
560,69.677307
561,69.920647
562,70.107193
563,70.170998
564,70.612846
565,70.877319
566,71.061325
567,71.380371
568,71.395538
569,72.173676
570,72.234550
571,72.448105
572,72.818954
573,73.085800
574,73.480286
575,73.594383
576,73.995064
577,74.092453
578,74.818230
579,75.159172
580,75.512062
581,75.812424
582,76.142105
583,76.317360
584,76.738831
585,76.950523
586,77.094490
587,77.721825
588,78.058296
589,78.240631
590,78.535774
591,78.822144
592,79.082291
593,79.173920
594,79.436951
595,80.066498
596,80.311287
597,80.424210
598,80.671959
599,80.940178
600,81.181824
601,81.322456
602,81.790810
603,82.043053
604,82.474228
605,82.857216
606,83.431961
607,83.452484
608,83.774788
609,84.300934
610,84.311180
611,84.660576
612,85.083488
613,85.135201
614,85.285263
615,85.705994
616,86.306229
617,86.552338
618,86.839485
619,87.155098
620,87.456703
621,87.575310
622,87.963211
623,88.105492
624,88.335602
625,88.786423
626,89.170929
627,89.242279
628,89.757683
629,89.982697
630,90.546265
631,90.822273
632,90.949577
633,91.002541
634,91.205727
635,91.561531
636,91.847885
637,92.283653
638,92.813705
639,93.128944
640,93.807945
641,94.345871
642,94.745438
643,94.777328
644,95.244759
645,95.294907
646,95.436790
647,95.856438
648,96.206367
649,96.522606
650,96.803009
651,97.174217
652,97.401176
653,97.904305
654,97.987846
655,98.691628
656,98.836792
657,99.168571
658,99.661789
659,99.987511
660,100.394760
661,100.756218
662,101.319504
663,101.540596
664,101.895790
665,102.111229
666,102.363319
667,102.518242
668,103.318604
669,103.327156
670,103.538750
671,103.814049
672,104.310303
673,104.752632
674,104.935020
675,105.763504
676,105.796295
677,106.134232
678,106.344131
679,106.856361
680,107.093430
681,107.843567
682,107.900528
683,107.996819
684,108.595764
685,109.099030
686,109.445068
687,109.624115
688,110.009445
689,110.551704
690,110.887642
691,111.088638
692,111.511765
693,111.604179
694,111.712799
695,112.160904
696,112.840912
697,113.529564
698,113.627007
699,113.668961
700,114.218353
701,114.620148
702,115.422470
703,115.822418
704,116.051041
705,116.207008
706,116.220520
707,116.892830
708,117.192833
709,117.789078
710,118.459686
711,118.508148
712,118.899345
713,119.018326
714,119.987968
715,120.023094
716,120.656342
717,121.043205
718,121.408257
719,122.095734
720,122.568375
721,122.728195
722,122.934784
723,122.991829
724,123.579941
725,124.247307
726,124.402702
727,125.246605
728,125.393158
729,125.694527
730,126.295410
731,126.855652
732,127.643837
733,127.651169
734,128.281555
735,128.721069
736,129.238419
737,129.447403
738,129.666229
739,129.992279
740,130.469360
741,130.670074
742,131.011124
743,131.500854
744,131.774185
745,132.227814
746,132.690338
747,133.128494
748,133.531830
749,133.681519
750,134.316833
751,134.925797
752,135.389877
753,135.642990
754,136.433426
755,136.781891
756,137.280930
757,137.499573
758,138.102966
759,138.709000
760,138.840134
761,139.254623
762,139.612427
763,140.575668
764,140.588913
765,141.001892
766,141.612564
767,142.523682
768,143.050186
769,143.176071
770,143.804413
771,143.824081
772,144.845169
773,144.998779
774,145.898651
775,146.255096
776,147.156357
777,147.623459
778,147.842285
779,148.066544
780,148.532684
781,149.146271
782,149.603851
783,149.889740
784,149.949966
785,150.533905
786,151.487350
787,151.791809
788,152.207474
789,153.233704
790,154.002274
791,154.203339
792,155.140152
793,155.176468
794,155.556839
795,155.725418
796,156.061142
797,156.371994
798,156.603516
799,157.630676
800,157.966049
801,158.660583
802,159.002960
803,159.978088
804,160.473618
805,160.493454
806,161.131897
807,161.487610
808,161.936218
809,162.141006
810,162.147903
811,162.536011
812,163.473572
813,163.534027
814,164.428131
815,165.656723
816,165.658249
817,165.716217
818,167.225906
819,167.293793
820,167.807205
821,168.325134
822,168.975571
823,169.878647
824,170.088791
825,170.472748
826,171.188858
827,172.041092
828,172.244141
829,172.959839
830,173.136673
831,173.513489
832,174.556198
833,174.755478
834,175.740906
835,176.585541
836,177.462936
837,177.875671
838,178.584839
839,179.037964
840,179.867752
841,179.936707
842,180.528519
843,180.804214
844,181.643234
845,181.794754
846,182.544479
847,182.727768
848,183.326920
849,184.762741
850,185.224670
851,185.812424
852,186.070740
853,186.640335
854,187.277893
855,188.055054
856,188.254547
857,188.952896
858,189.375015
859,189.914688
860,190.285065
861,191.416031
862,191.516891
863,192.673828
864,192.723312
865,193.786469
866,193.951126
867,195.085968
868,195.570740
869,196.169601
870,196.562088
871,197.095749
872,198.823013
873,198.890854
874,199.450134
875,200.341949
876,200.360306
877,202.260925
878,202.326767
879,203.244293
880,203.725372
881,204.159119
882,205.310211
883,205.358368
884,205.638367
885,206.921234
886,207.183884
887,207.729187
888,208.572357
889,209.643829
890,210.316788
891,211.186874
892,212.356934
893,212.726120
894,212.883011
895,213.568283
896,214.118546
897,215.436432
898,216.201569
899,217.018387
900,217.231506
901,218.358521
902,219.165970
903,219.210938
904,219.927460
905,220.800888
906,221.237762
907,221.838226
908,222.104355
909,223.021408
910,224.294464
911,224.775955
912,225.551971
913,226.568451
914,226.654770
915,226.992630
916,228.147171
917,229.267960
918,229.802109
919,230.633026
920,231.461929
921,232.752380
922,232.809067
923,234.355835
924,235.097672
925,236.535690
926,236.946243
927,237.476318
928,238.472610
929,239.291916
930,240.128601
931,240.287216
932,241.092468
933,242.285751
934,242.591110
935,243.189377
936,244.791763
937,245.389771
938,246.467316
939,247.332031
940,248.562027
941,249.596436
942,250.322998
943,251.852341
944,252.278381
945,253.079315
946,253.161453
947,255.499893
948,255.923737
949,256.989258
950,257.503967
951,258.582764
952,258.845551
953,259.761322
954,261.882233
955,262.681305
956,264.406281
957,264.805206
958,266.355469
959,267.757751
960,268.387665
961,269.208160
962,270.241180
963,272.910370
964,274.185181
965,274.447113
966,276.179321
967,276.821808
968,277.096130
969,277.641388
970,279.011566
971,280.410889
972,281.070679
973,282.305420
974,284.010437
975,284.383118
976,286.919037
977,288.255280
978,289.315796
979,290.268463
980,291.797089
981,292.304993
982,296.341461
983,296.579590
984,298.629974
985,300.506104
986,301.802155
987,303.428284
988,304.298126
989,305.177887
990,305.870972
991,309.320435
992,309.931122
993,313.050385
994,316.625671
995,318.400055
996,319.588806
997,323.602234
998,328.945068
999,250649.734375
