Index,Singular_Value
558,6.459023
559,6.449612
560,6.431482
561,6.422626
562,6.387468
563,6.383922
564,6.381959
565,6.368092
566,6.347625
567,6.337187
568,6.315732
569,6.305260
570,6.286303
571,6.282243
572,6.259048
573,6.241887
574,6.215179
575,6.209942
576,6.192745
577,6.187728
578,6.173501
579,6.163017
580,6.145688
581,6.128801
582,6.102926
583,6.097713
584,6.092332
585,6.078615
586,6.064081
587,6.030927
588,6.019863
589,6.008471
590,5.992870
591,5.978381
592,5.968496
593,5.947210
594,5.940354
595,5.922735
596,5.918654
597,5.889606
598,5.886923
599,5.870580
600,5.852379
601,5.826398
602,5.818052
603,5.799727
604,5.789123
605,5.777915
606,5.769257
607,5.748065
608,5.734192
609,5.723576
610,5.696094
611,5.680739
612,5.665308
613,5.652991
614,5.630938
615,5.620581
616,5.608322
617,5.599318
618,5.581586
619,5.558827
620,5.541724
621,5.526079
622,5.519126
623,5.508039
624,5.486628
625,5.468141
626,5.447021
627,5.421252
628,5.407100
629,5.399092
630,5.382129
631,5.363651
632,5.344500
633,5.336735
634,5.334035
635,5.296987
636,5.291767
637,5.261300
638,5.250953
639,5.249238
640,5.235398
641,5.226848
642,5.213165
643,5.182019
644,5.177034
645,5.157996
646,5.138902
647,5.131211
648,5.113722
649,5.089583
650,5.082585
651,5.067414
652,5.048820
653,5.039408
654,5.016013
655,5.003990
656,4.994760
657,4.977278
658,4.956745
659,4.947832
660,4.928055
661,4.924280
662,4.912018
663,4.903367
664,4.880567
665,4.870595
666,4.850445
667,4.841965
668,4.819504
669,4.783327
670,4.774167
671,4.760523
672,4.748444
673,4.722462
674,4.715000
675,4.708751
676,4.694204
677,4.689208
678,4.652722
679,4.641220
680,4.633856
681,4.617495
682,4.610559
683,4.595112
684,4.588900
685,4.569913
686,4.559610
687,4.545846
688,4.529169
689,4.512904
690,4.506922
691,4.490948
692,4.465351
693,4.458644
694,4.440758
695,4.424352
696,4.412702
697,4.395801
698,4.380831
699,4.365159
700,4.340625
701,4.329117
702,4.325385
703,4.310853
704,4.291613
705,4.280092
706,4.260677
707,4.252395
708,4.231838
709,4.220031
710,4.208072
711,4.188634
712,4.171037
713,4.156675
714,4.141479
715,4.122577
716,4.094194
717,4.083311
718,4.073087
719,4.067163
720,4.043693
721,4.028667
722,4.015856
723,4.001413
724,3.994808
725,3.974940
726,3.958667
727,3.947495
728,3.940371
729,3.930366
730,3.916558
731,3.895603
732,3.881991
733,3.866140
734,3.847919
735,3.834805
736,3.829482
737,3.793178
738,3.772242
739,3.755634
740,3.739295
741,3.732589
742,3.717434
743,3.699384
744,3.681110
745,3.663246
746,3.661693
747,3.639645
748,3.638545
749,3.622636
750,3.597323
751,3.579480
752,3.568159
753,3.565735
754,3.550899
755,3.542190
756,3.507511
757,3.498817
758,3.486810
759,3.480790
760,3.449972
761,3.436827
762,3.430076
763,3.415078
764,3.403562
765,3.387960
766,3.363343
767,3.353578
768,3.335898
769,3.323298
770,3.312383
771,3.298913
772,3.276172
773,3.266858
774,3.244107
775,3.230608
776,3.225769
777,3.212692
778,3.202976
779,3.179720
780,3.158316
781,3.142029
782,3.138061
783,3.121762
784,3.100815
785,3.082990
786,3.069844
787,3.066636
788,3.053753
789,3.034317
790,3.029780
791,3.014089
792,3.000832
793,2.977512
794,2.954540
795,2.943177
796,2.933048
797,2.929161
798,2.911914
799,2.899246
800,2.890882
801,2.852381
802,2.847270
803,2.831102
804,2.826452
805,2.816479
806,2.800578
807,2.780823
808,2.757154
809,2.755230
810,2.745698
811,2.716118
812,2.709224
813,2.698163
814,2.677301
815,2.675147
816,2.646918
817,2.623933
818,2.614033
819,2.594705
820,2.577206
821,2.565774
822,2.551159
823,2.539243
824,2.521424
825,2.511232
826,2.508997
827,2.481773
828,2.460229
829,2.439183
830,2.422312
831,2.409266
832,2.404880
833,2.393551
834,2.383419
835,2.363727
836,2.353815
837,2.334724
838,2.320066
839,2.308523
840,2.304901
841,2.272871
842,2.269026
843,2.265629
844,2.239526
845,2.232573
846,2.212638
847,2.173446
848,2.163587
849,2.147330
850,2.140422
851,2.122002
852,2.115133
853,2.104270
854,2.082541
855,2.070876
856,2.054928
857,2.048514
858,2.037829
859,2.031914
860,2.001560
861,1.988462
862,1.980414
863,1.964386
864,1.945194
865,1.938217
866,1.923901
867,1.897014
868,1.881043
869,1.863788
870,1.850619
871,1.843315
872,1.834009
873,1.820007
874,1.805716
875,1.798870
876,1.786221
877,1.772532
878,1.735945
879,1.720188
880,1.711578
881,1.700980
882,1.698341
883,1.683548
884,1.656970
885,1.645210
886,1.641016
887,1.618435
888,1.604931
889,1.588010
890,1.578106
891,1.556891
892,1.548130
893,1.534690
894,1.503133
895,1.497637
896,1.478770
897,1.458931
898,1.455502
899,1.441169
900,1.426619
901,1.423019
902,1.415605
903,1.397319
904,1.376519
905,1.359738
906,1.354946
907,1.329401
908,1.316267
909,1.301512
910,1.290792
911,1.265677
912,1.248566
913,1.245964
914,1.226814
915,1.210487
916,1.208551
917,1.186883
918,1.179008
919,1.156366
920,1.147011
921,1.133442
922,1.114763
923,1.101534
924,1.085030
925,1.079021
926,1.049551
927,1.036676
928,1.013683
929,1.009367
930,0.991476
931,0.984229
932,0.973562
933,0.952046
934,0.943122
935,0.931771
936,0.923025
937,0.911238
938,0.880566
939,0.875715
940,0.859762
941,0.842669
942,0.824572
943,0.800319
944,0.797356
945,0.762543
946,0.760478
947,0.743758
948,0.737744
949,0.728126
950,0.701509
951,0.690056
952,0.677025
953,0.656566
954,0.653550
955,0.631451
956,0.614769
957,0.607498
958,0.599658
959,0.568150
960,0.554118
961,0.548477
962,0.534609
963,0.515881
964,0.505234
965,0.491093
966,0.472927
967,0.446422
968,0.439478
969,0.416681
970,0.405986
971,0.396752
972,0.389467
973,0.384554
974,0.366106
975,0.342342
976,0.326601
977,0.300244
978,0.293641
979,0.291500
980,0.268026
981,0.255369
982,0.235004
983,0.221365
984,0.207193
985,0.190731
986,0.178717
987,0.168701
988,0.154352
989,0.151279
990,0.121203
991,0.110377
992,0.104168
993,0.091555
994,0.087236
995,0.069734
996,0.044460
997,0.032475
998,0.019734
999,0.015226
