PC1,PC2,PC3,PC4,PC5
0.304641,-0.365406,0.545267,0.322526,0.478015
-0.185829,-0.062426,-0.413244,0.050582,0.014441
0.389276,0.286881,-0.211731,-0.643557,0.378480
0.007301,-0.348466,0.016881,-0.410180,0.309289
-0.103329,-0.545006,0.010909,0.078253,-0.049729
0.445584,-0.458865,-0.148583,0.035124,0.220154
0.059904,0.475887,-0.384082,-0.074006,-0.174011
0.012024,-0.327309,-0.389526,-0.327611,0.095421
0.318812,0.100795,-0.157099,0.516709,0.205877
0.043284,-0.164436,0.549518,-0.053887,0.069117
-0.039894,-0.142197,-0.235958,0.494882,-0.364862
0.205091,-0.284535,-0.327633,0.099041,0.183751
0.304240,0.415396,0.110273,-0.109354,0.237324
0.219759,-0.070764,-0.167918,0.057429,-0.135720
-0.135990,0.086796,-0.023449,0.459008,-0.153553
0.189720,0.592415,-0.232257,0.085113,0.709094
-0.424359,0.158981,-0.148072,-0.064378,-0.229575
-0.266278,0.332686,0.457638,-0.457924,0.188409
0.141272,0.111991,-0.469842,-0.030787,0.204995
-0.420628,-0.040827,-0.069785,0.087489,-0.201685
-0.408505,0.165886,-0.062059,0.372427,-0.194302
0.480067,0.311522,-0.039047,0.045124,0.271370
-0.328149,-0.049839,-0.341533,-0.068169,-0.096840
-0.334539,0.295591,-0.058157,-0.280373,-0.088974
-0.148379,-0.069151,-0.391505,-0.105351,0.292298
-0.166112,0.354392,0.458939,0.109593,0.495696
0.154320,-0.107058,-0.473560,0.040052,0.057733
-0.168179,-0.028831,0.319867,0.271531,-0.397210
-0.071369,-0.401487,-0.028582,0.003082,-0.092099
-0.273043,0.070884,0.137750,0.002195,-0.040595
0.184569,0.117234,-0.232449,-0.083259,-0.441705
-0.818093,-0.388335,0.062467,0.378860,-0.230836
-0.428676,-0.455774,-0.057420,0.530451,-0.209928
0.013846,0.066170,-0.172834,0.378996,-0.130310
0.202721,-0.139645,0.281961,-0.751858,0.135912
-0.288795,-0.445697,0.512279,-0.014181,-0.197983
0.096592,0.583650,0.160771,-0.316379,0.367947
-0.438441,-0.258006,0.280106,-0.132491,-0.462000
-0.229450,-0.209760,0.134522,-0.063216,-0.103852
-0.607249,-0.325974,-0.082618,-0.346398,-0.314415
-0.050319,-0.517447,0.108417,-0.405078,0.470212
0.345085,0.127204,0.116386,0.057982,0.456254
0.080389,0.357529,-0.310421,-0.174003,0.040859
-0.365960,0.290829,-0.190494,0.203802,0.119715
0.122273,-0.053035,-0.046079,-0.058378,0.171487
0.163133,-0.099991,-0.062248,-0.061388,-0.260149
0.217129,-0.090643,-0.017187,0.258407,-0.184840
-0.135020,-0.635795,0.152743,0.106513,0.148249
-0.314118,0.126876,0.403180,0.035489,0.245049
-0.067143,0.387818,-0.413043,0.046356,0.174747
-0.384095,0.201527,-0.269449,0.609005,-0.253402
0.193433,0.046317,-0.108958,-0.458177,0.251450
0.317713,-0.385686,0.268688,-0.062206,0.069510
-0.256775,0.013199,-0.295948,-0.716916,0.063927
-0.077910,-0.203922,-0.152779,0.533063,-0.074563
0.057214,0.315452,-0.382643,0.356766,0.121673
-0.049685,-0.051763,-0.111862,0.141515,0.092289
-0.113586,-0.064568,0.323758,0.216970,0.053810
0.161602,-0.002564,0.778946,0.210782,0.102923
-0.065436,-0.038898,0.234762,0.259607,0.317657
-0.036293,0.183365,0.103685,-0.264882,0.320130
0.413791,0.691101,-0.174645,0.304831,-0.182600
-0.155226,-0.025373,-0.282506,-0.407861,-0.123922
0.383966,0.243112,-0.028420,0.123435,-0.174384
-0.121500,-0.406206,0.316832,-0.329805,-0.220806
0.437645,-0.042504,-0.187972,-0.052008,0.034974
0.264222,0.021338,0.171351,-0.287571,-0.181797
-0.122742,0.275753,-0.103551,-0.282612,-0.058577
-0.239373,0.384213,0.029752,-0.242582,-0.240077
0.307455,-0.229975,-0.348277,-0.062049,0.638466
-0.317522,0.146884,0.138654,-0.139667,0.144045
0.010661,0.048225,0.401223,-0.428918,0.003499
0.236834,0.286423,-0.160256,0.293238,-0.513653
-0.809407,0.087811,0.063805,-0.373317,-0.130728
-0.009818,-0.502374,-0.474498,0.036730,0.159650
-0.423234,-0.320895,-0.039800,0.096777,-0.291350
0.743544,-0.083633,0.148784,-0.304958,-0.148238
0.221364,-0.277085,0.081482,0.169208,-0.326818
-0.429692,0.370367,0.155070,-0.565092,-0.047946
-0.067471,-0.416041,0.168591,0.323117,0.554003
0.124029,-0.087041,-0.020081,0.065373,0.248711
-0.159027,0.228229,0.041559,0.098056,-0.253379
-0.457459,0.554029,0.177432,0.039273,-0.165170
0.142469,0.426871,0.509737,0.319219,0.065354
-0.140660,0.127458,0.036251,0.015285,-0.297262
-0.208421,-0.332847,-0.158364,-0.062875,0.451771
0.690298,0.173227,-0.228253,0.008553,0.386780
0.308195,0.015435,0.032638,-0.109473,-0.410354
-0.039475,-0.241518,0.054540,-0.265594,0.052039
0.196374,0.266117,-0.015237,-0.412286,0.243285
0.503731,0.053556,-0.584828,-0.399196,0.016174
0.459895,0.087638,-0.278525,0.072968,-0.274110
0.392801,0.132188,0.345822,-0.075985,-0.475347
0.125384,-0.019690,-0.398795,0.565228,0.356811
-0.011128,0.393926,-0.379385,-0.132741,0.302261
0.256866,-0.026512,0.355982,-0.380397,0.002100
-0.443438,-0.224047,0.569619,-0.779739,-0.220908
0.102456,-0.504798,-0.548899,0.006202,-0.165929
-0.032597,-0.151990,0.121081,-0.140225,-0.579786
-0.274278,0.274773,-0.659483,0.182904,-0.015886
0.016821,-0.961599,0.156004,-0.397919,-0.060996
-0.245214,-0.113973,0.238072,-0.106198,-0.005879
-0.146107,-0.112353,0.164789,-0.145462,-0.153203
0.380134,-0.239193,-0.027329,0.066149,0.068162
0.182502,0.469742,0.242200,-0.214407,-0.155167
0.131457,-0.057595,0.361836,-0.108152,-0.320301
0.224851,-0.010922,-0.187877,-0.651793,0.033193
-0.064702,0.046458,0.054955,0.300389,0.276359
-0.102021,0.099534,0.108451,0.014114,0.424051
-0.342980,0.396334,-0.153495,0.149350,0.349817
-0.306743,-0.024471,0.404784,0.367351,0.426559
0.341985,0.102996,-0.079317,0.176876,0.438674
-0.298034,0.322208,0.301609,-0.362917,-0.134023
0.038950,0.245862,-0.139646,0.166538,0.019701
0.070189,0.174629,-0.474148,-0.129646,-0.428581
0.307107,0.146498,-0.107780,-0.156373,-0.044366
0.482226,0.593726,0.182004,0.057561,0.442656
-0.311235,0.281341,0.177103,-0.914489,0.118707
0.334345,0.123898,-0.184486,0.313169,0.033458
-0.021502,0.238234,-0.286766,-0.597429,-0.022766
0.396478,0.357547,0.123262,-0.163788,0.058181
0.053463,-0.067659,0.551232,-0.020257,0.003802
-0.524498,-0.022807,0.234268,-0.003133,0.135327
-0.027692,0.378626,-0.050782,-0.348316,0.035096
0.323778,-0.177280,0.194180,-0.408308,0.097167
0.090062,-0.147188,-0.210137,-0.281138,0.168810
0.039816,-0.621866,-0.032968,0.177778,0.322119
0.155795,-0.077719,0.067394,0.169031,0.080945
0.136878,0.120555,-0.098071,0.181598,0.121349
-0.289609,-0.450966,-0.042296,0.101861,0.070013
0.044878,0.251985,-0.087225,-0.102370,0.102130
0.457987,0.558023,-0.404172,-0.096755,0.081088
0.537162,0.412844,-0.180155,-0.021359,0.288059
0.092759,-0.008557,-0.176579,-0.445939,-0.015369
-0.334289,-0.277277,0.287876,-0.360002,0.187742
0.431663,-0.180379,-0.366486,-0.021243,0.142141
0.054728,-0.250745,-0.138828,0.273199,-0.501766
0.178566,-0.112711,0.198235,0.201990,0.028538
0.300283,0.216887,0.523400,0.526097,0.271873
0.082087,-0.057024,0.151391,0.295768,-0.022524
0.398835,-0.148494,-0.083106,0.009162,0.234759
-0.477394,-0.282923,-0.052076,-0.165562,0.002817
-0.362916,0.121987,0.132629,-0.175250,-0.333593
0.011625,0.093801,-0.594803,-0.424087,-0.228633
0.420599,-0.229004,-0.397019,-0.090710,0.129178
-0.357096,0.153836,-0.171085,0.264694,-0.628881
-0.028568,0.117959,-0.120211,-0.000982,-0.176568
-0.161850,-0.092992,0.015742,-0.267516,-0.132435
0.488187,0.078425,-0.125856,-0.284368,0.207771
0.204408,-0.269284,0.084504,0.433772,-0.168575
-0.165765,-0.055036,-0.536726,0.170014,-0.184001
0.293328,0.154861,-0.719234,-0.553558,0.099560
0.354101,0.348771,0.172786,-0.239156,-0.202098
0.067608,-0.334868,-0.344623,-0.139262,0.438031
-0.020542,-0.414951,0.471794,0.171582,0.161772
0.395432,0.226730,0.482979,-0.006426,-0.399383
0.635254,0.002111,0.180809,-0.160541,-0.332699
-0.031391,0.318295,-0.138356,-0.488410,0.246119
0.117313,0.159818,0.056925,0.442807,0.178322
-0.108345,0.385154,0.584045,-0.045458,-0.508671
-0.117497,0.483572,0.137308,-0.122953,-0.283403
-0.114643,0.224009,0.032758,-0.096274,0.126648
-0.233145,-0.292666,0.375284,-0.197618,0.178768
-0.198359,-0.389595,0.061613,-0.743774,0.401744
0.016448,-0.004912,-0.421022,0.363143,0.072535
-0.271132,0.256434,0.223154,0.061717,-0.073501
-0.823430,0.520605,0.188944,-0.498213,-0.109890
-0.246323,-0.002141,-0.091533,-0.089033,0.699891
0.316098,-0.091057,0.115971,-0.181955,0.079431
1.020276,-0.146131,-0.119005,-0.522613,-0.246931
0.503927,-0.016741,-0.282975,0.162682,0.623258
-0.171327,0.412173,-0.208214,-0.101350,-0.078154
0.176307,0.109426,0.249254,0.138004,0.018607
-0.044952,0.255737,0.044436,0.391424,-0.106295
-0.072269,-0.206905,-0.032240,0.073289,-0.035778
-0.042881,-0.185459,0.083369,0.321941,0.390091
0.804906,-0.236947,0.313446,0.459026,-0.378677
-0.492879,0.011718,0.268369,-0.216158,0.330591
0.334229,-0.130891,-0.096282,0.167793,0.445484
0.276773,-0.205239,-0.175958,-0.323210,-0.106803
-0.029141,-0.453156,0.109613,0.375847,-0.088476
0.365508,0.475549,-0.309066,-0.333289,-0.724154
-0.281029,-0.601881,-0.117453,0.311976,0.032568
0.479133,-0.189956,0.375227,0.201432,-0.449354
-0.169791,0.353705,0.105225,0.123303,0.509512
-0.524080,0.504711,-0.077336,-0.017770,-0.478628
-0.415486,0.295237,0.411147,0.108423,-0.455168
-0.205701,-0.163650,0.455978,0.133314,-0.187505
0.307069,0.246073,-0.111631,0.363716,0.261157
-0.051857,0.327053,-0.007971,-0.010358,0.159762
0.015536,-0.502659,-0.217300,-0.489230,-0.086988
-0.440622,0.284880,-0.473823,-0.020417,-0.023946
-0.212444,0.463247,-0.564255,0.317576,-0.018736
0.047571,-0.103710,0.058022,0.213958,-0.072962
0.055014,0.481181,-0.258683,-0.065719,-0.134329
0.099265,-0.341725,-0.242529,0.099058,-0.248432
0.060131,0.208875,-0.402193,-0.329498,-0.423411
-0.172713,-0.036049,0.328831,0.149310,-0.027198
-0.306339,-0.061999,0.618881,0.151212,-0.335124
-0.519756,-0.163322,-0.234714,0.058102,-0.330702
0.236239,-0.019249,0.119001,-0.036577,0.180299
0.412838,0.070023,-0.300989,0.002757,-0.105657
-0.032497,-0.154379,-0.188609,-0.338982,0.271612
0.090861,-0.138861,0.318237,0.020741,0.418988
0.022122,0.000484,-0.261621,0.153272,0.134186
-0.207136,0.627814,-0.162247,-0.106941,-0.108139
-0.576333,0.054437,-0.049736,-0.082389,0.152491
-0.501362,-0.126137,-0.066109,-0.363629,0.109107
0.212014,0.024595,-0.260748,0.193511,0.354884
-0.048088,0.128806,0.183539,0.127465,-0.585068
-0.536466,-0.143385,-0.046754,-0.307446,0.275904
0.231919,-0.570161,0.074351,-0.200730,-0.002716
0.152634,-0.382299,-0.161240,0.190503,0.384739
0.097035,0.131894,0.009813,0.116595,-0.039227
-0.077130,0.004493,0.432093,0.314518,-0.107415
-0.249477,0.115188,-0.033551,0.215150,0.080713
0.284215,0.376810,-0.056058,-0.024021,0.316665
0.002103,0.295455,0.038183,0.269123,0.379350
-0.054178,-0.398849,0.448449,-0.003312,-0.434604
0.315237,0.195982,-0.142934,0.148437,0.268938
0.183050,0.052503,0.209925,0.449717,0.334859
-0.260924,0.015493,-0.263611,-0.157653,0.305097
-0.037500,0.220941,0.226306,0.251809,-0.167386
0.106654,0.032954,0.341222,0.075157,0.251739
0.008397,0.434335,0.160863,-0.203952,-0.229744
-0.099139,-0.120978,0.111168,-0.153293,0.170839
0.128634,0.406096,-0.046529,-0.253629,0.146835
-0.093985,-0.305585,-0.129238,0.187406,0.301260
-0.287161,-0.153057,0.240378,-0.548430,0.153841
-0.400643,-0.154147,-0.275028,-0.055597,0.200526
-0.287639,-0.066522,0.445917,-0.039707,0.021920
-0.064974,-0.260584,0.379233,0.078959,-0.042203
0.103467,-0.160290,0.197573,0.170462,0.504868
-0.014623,0.086036,-0.533796,-0.194816,0.406005
-0.117234,-0.126775,0.099994,-0.348396,0.139368
0.021904,-0.013696,0.257900,-0.257597,-0.025193
0.257667,0.280970,-0.355404,-0.161919,0.260702
-0.202760,0.236065,-0.135952,0.514919,-0.162818
0.261249,0.279219,0.393105,-0.436732,0.420178
-0.083539,0.458600,-0.186717,-0.090783,-0.145750
0.074356,-0.219858,0.436378,0.028757,0.074774
0.117823,-0.118079,-0.138914,-0.165654,0.248054
0.138672,-0.355205,-0.056468,0.495683,0.365712
0.024095,0.157392,0.165596,-0.138270,-0.023721
-0.168754,0.244192,0.330446,0.155787,-0.564132
0.027539,0.433671,-0.474561,-0.032222,0.321918
0.127875,0.610028,-0.244815,-0.499823,-0.579310
0.120287,-0.204507,0.610971,0.075399,0.185134
0.020208,0.305046,0.336074,0.029630,0.043214
0.529820,0.097654,0.066695,-0.025027,-0.526450
-0.529804,0.139349,0.555570,-0.277828,-0.431054
-0.064360,0.546213,-0.170330,0.037402,0.076848
-0.353367,0.002685,-0.243080,0.142238,-0.140214
-0.367992,-0.467039,0.375021,0.615772,0.018900
-0.209928,0.036608,0.092165,-0.335802,-0.241962
-0.063917,-0.055096,0.129129,-0.687587,0.163239
-0.658577,0.021358,-0.022266,-0.169702,0.126106
-0.050966,0.265428,0.235296,-0.194996,-0.091589
0.308030,-0.199643,-0.358373,-0.174754,0.110673
-0.749094,-0.151399,-0.091898,0.102653,-0.339754
-0.525691,0.154309,-0.089859,-0.071428,0.241597
0.068738,-0.267917,-0.121258,-0.063504,-0.091953
-0.332706,-0.020844,0.370081,0.347072,0.228679
-0.106897,-0.095964,0.004877,-0.020593,0.271150
0.161022,-0.494731,0.232386,0.644201,0.652340
0.481813,-0.174052,-0.049213,-0.121626,0.317533
-0.230242,-0.117042,-0.359731,-0.101781,0.273500
0.083473,-0.119871,-0.055721,0.562171,0.440851
0.102593,0.140961,-0.263860,0.150131,0.180894
-0.320494,0.169647,0.048533,-0.330575,0.143427
-0.027250,0.065990,0.152747,0.005088,0.326791
0.170625,0.220849,-0.110241,0.062000,-0.252886
-0.084562,-0.013851,0.001872,-0.126751,0.061719
-0.189691,0.297324,-0.098652,-0.110024,-0.197348
-0.077134,-0.120866,0.052916,0.422537,-0.143069
0.393976,-0.048979,-0.111865,-0.475497,0.684573
-0.275954,0.157403,-0.299079,0.528416,-0.335757
-0.476557,-0.305748,-0.268227,0.449355,0.269109
0.326214,-0.183708,-0.107358,0.122058,0.027129
-0.424039,0.112666,-0.465000,0.202774,0.191250
0.079785,-0.451748,-0.106260,-0.354662,-0.339939
-0.283795,0.061742,0.160458,-0.284938,-0.104293
-0.232276,0.021422,-0.050860,0.268240,-0.135276
-0.169987,0.086934,-0.363715,-0.195349,0.255700
0.074733,-0.152872,0.505717,-0.336315,0.040383
-0.039706,-0.618423,0.167995,0.036174,0.377903
0.377213,0.273991,0.133819,-0.169374,-0.141046
-0.232006,0.242964,0.257230,-0.370750,-0.332022
0.265951,0.042058,0.109888,0.166912,-0.348380
0.134708,-0.160384,-0.196441,0.030292,0.069165
0.789750,0.307291,-0.415534,0.052337,0.074395
0.345735,0.282639,0.410400,0.269837,0.077136
0.336042,0.387697,0.140345,0.177781,0.359421
0.399509,0.116100,0.003824,0.177800,0.470749
0.194447,0.152474,0.194559,-0.059671,-0.309094
0.325101,-0.313689,-0.120578,-0.614096,-0.186509
-0.146712,-0.334870,0.210351,-0.015706,-0.424866
0.063774,0.244677,-0.437497,0.136007,-0.368054
-0.331491,0.078639,-0.338976,-0.081086,0.149541
0.146489,-0.074672,-0.259198,0.449487,-0.112832
-0.078187,0.314341,-0.434047,0.090670,0.113159
-0.147223,0.056385,0.452101,-0.154815,-0.088746
0.058392,0.501788,-0.133038,0.327164,-0.416292
0.435378,-0.281721,0.757240,-0.321627,-0.132698
0.219426,-0.228941,-0.015200,-0.337525,0.055880
-0.114632,0.055776,-0.465249,0.556875,0.189945
-0.064852,-0.105026,0.027965,-0.505750,-0.087876
0.322881,-0.115462,0.305982,0.156464,0.069504
-0.195116,0.174064,-0.400877,-0.049374,-0.149868
-0.034602,-0.001198,-0.158122,0.046263,-0.046638
-0.055443,-0.127871,-0.188046,-0.361930,-0.072123
-0.053438,-0.373045,-0.096664,0.706080,0.108462
-0.014476,0.510131,-0.172657,-0.025273,-0.161688
-0.189248,-0.031561,-0.020059,0.531178,-0.368512
0.382404,0.457515,-0.621743,0.188062,0.135650
0.003399,-0.377008,0.737921,0.442584,-0.167888
0.777263,0.333791,-0.419386,-0.063085,-0.047444
0.431504,-0.009546,0.024494,0.225142,0.461649
-0.126189,0.513012,0.155294,0.295374,-0.247218
0.082590,-0.509562,-0.537969,-0.262974,-0.074291
0.085059,-0.438668,-0.674842,0.181522,0.059312
0.219688,0.200697,0.062060,-0.151454,0.014022
0.148424,-0.244844,-0.160292,-0.174302,0.699852
0.005545,-0.144705,0.270965,0.272513,0.055597
-0.178589,0.036476,-0.146104,0.184700,0.025881
-0.325113,-0.006860,-0.194594,0.069940,0.052324
0.009397,-0.150113,0.402918,0.027472,0.308041
-0.214464,-0.131277,0.163987,-0.045283,0.212065
-0.551489,0.122460,0.038804,0.176802,-0.298737
-0.323177,-0.242983,0.688783,-0.070601,0.489764
-0.144674,-0.028347,0.119285,0.147278,0.332881
0.397097,0.019538,0.179263,0.321049,0.544466
-0.071445,0.096418,0.093221,-0.149976,-0.096730
0.099338,0.147230,-0.292279,0.198122,-0.047341
-0.570878,-0.261234,0.078087,0.009661,0.157993
-0.161556,-0.043549,-0.436522,-0.784886,-0.076739
0.707867,-0.225737,0.033893,-0.033086,0.079039
-0.164311,0.008875,0.119830,-0.155171,0.294650
0.324633,0.016693,-0.320615,-0.074731,0.092778
-0.256416,0.236840,-0.426468,0.303020,0.093807
0.472659,-0.394508,-0.102307,0.003522,0.059137
-0.170882,-0.394824,-0.177480,0.068483,-0.233905
0.227824,0.518277,0.081637,0.122367,-0.081816
-0.154668,-0.171054,-0.313673,0.022893,-0.300810
0.415031,0.092977,0.487124,0.419849,0.418495
0.380172,0.701409,0.033399,0.139200,0.181198
0.239161,0.174130,0.546625,0.236393,-0.097645
0.241460,0.077366,-0.103922,-0.518736,0.163041
-0.234201,-0.074869,-0.083993,-0.476461,-0.211368
0.086058,0.281355,0.193023,0.402807,0.287625
-0.268387,0.266373,0.213264,0.764258,-0.248838
-0.184829,-0.552361,-0.226002,-0.430134,0.237977
0.242008,0.342324,0.045442,-0.334387,0.263845
0.667718,-0.187801,-0.069583,-0.195179,0.236178
-0.299648,-0.255376,0.305800,-0.061086,0.870707
-0.151107,-0.255171,-0.188724,0.223331,-0.207362
-0.119054,0.161097,0.133944,-0.109983,0.024966
-0.530207,-0.419639,0.404758,-0.213722,-0.073139
-0.175816,-0.229061,0.180830,-0.212996,-0.564106
0.290752,0.057383,0.058928,-0.415072,0.163515
-0.148612,0.238291,0.257041,-0.222370,-0.048741
0.563317,-0.318359,0.702821,-0.460379,-0.362382
-0.410453,-0.457882,0.526334,-0.229910,0.042696
-0.228111,-0.414513,-0.241112,-0.699632,-0.119975
0.103729,-0.111926,0.251854,-0.106983,-0.241301
-0.617596,-0.341496,-0.249837,-0.182253,-0.110544
0.330832,-0.189454,0.213233,-0.140135,-0.301969
0.285723,0.541178,-0.084544,-0.196060,0.033210
-0.179521,0.247454,0.003606,0.100079,-0.254873
-0.415577,-0.370450,0.278486,-0.159327,-0.101698
0.044863,0.325249,0.136876,-0.051471,0.391932
0.574339,0.412370,0.018495,-0.201096,-0.196551
-0.087801,-0.033954,-0.015504,-0.388996,-0.122750
-0.175841,-0.178562,-0.474467,0.315779,0.276891
0.096790,-0.028968,0.456129,0.116479,0.137147
0.349606,-0.043589,0.132367,-0.032731,-0.076034
0.190221,-0.172815,-0.201819,-0.141019,0.290162
-0.296576,-0.115881,-0.257263,-0.426060,0.104299
0.000034,0.085917,0.044071,-0.054500,-0.335970
-0.234915,-0.257176,-0.090237,-0.146720,-0.098044
0.626092,-0.204892,-0.099855,-0.341672,-0.146046
0.225339,-0.437414,-0.147815,0.281095,0.030120
0.418033,0.155257,-0.051846,0.269772,-0.015455
-0.124314,0.180406,-0.053701,0.324918,0.383708
-0.056251,0.011081,-0.052647,0.280773,-0.495772
-0.374117,0.217709,0.016622,0.251523,0.152692
0.128194,-0.143368,-0.797003,0.546544,-0.467153
-0.191471,0.022465,0.182320,0.123183,0.030865
0.551391,-0.352060,-0.028503,0.064397,0.765825
-0.733970,-0.243230,0.316374,0.395016,-0.149454
-0.473209,0.416798,-0.064347,0.636234,-0.147058
0.152907,0.273112,-0.088177,-0.661706,-0.103098
0.183736,-0.015449,-0.326509,0.385539,0.042727
0.180979,0.734090,0.515019,-0.524209,-0.552677
0.064496,-0.138744,0.277903,-0.279938,0.344528
0.193016,0.238785,-0.211231,0.311915,0.182035
0.270806,-0.079815,-0.110773,-0.420215,0.094699
0.332043,-0.439592,0.329236,0.054160,0.328639
-0.028964,0.003580,0.128953,0.039181,0.343610
-0.001548,-0.379287,-0.015662,-0.460570,0.392138
0.193284,0.300220,0.845297,-0.416229,0.207718
0.240782,-0.005960,0.135851,0.150567,-0.343667
0.139004,-0.151848,-0.189147,0.166505,0.301484
0.266741,0.307250,0.256041,-0.297966,-0.282823
-0.384794,0.425722,0.333619,-0.260331,0.127728
-0.004953,0.277236,0.024668,0.020913,0.220504
-0.319358,0.476072,-0.221865,0.010497,0.147552
0.243235,-0.147353,-0.229309,0.682776,0.146698
0.028171,0.443922,-0.597856,-0.128642,-0.231742
0.557577,-0.266892,0.119659,0.131367,0.010302
0.076647,-0.015780,0.256782,-0.203666,0.399736
-0.118908,0.304803,-0.127279,0.198847,0.331808
-0.300756,-0.195016,0.145709,0.266478,-0.055032
-0.525283,0.051453,0.492083,0.570351,-0.330653
0.355287,0.238190,0.279673,-0.459749,0.232950
-0.197964,0.057777,-0.113301,-0.386167,0.006374
-0.610620,-0.132252,-0.150412,-0.252738,0.061260
0.161536,-0.056838,-0.436567,-0.109599,-0.147513
0.379489,-0.433818,0.426276,-0.453088,-0.140719
-0.107259,-0.587721,-0.279081,-0.024490,-0.304137
0.076705,0.277537,-0.038456,0.134796,-0.430622
-0.056066,-0.155531,-0.309646,0.188587,0.005454
-0.059379,-0.416286,0.164926,0.153399,0.363589
0.414974,0.052020,0.207689,0.080375,0.424266
0.109779,-0.321706,-0.132720,-0.281427,0.011224
0.156891,0.245312,-0.547013,-0.451485,0.331636
0.071757,0.655955,0.350670,-0.146430,-0.161149
-0.205018,0.094939,-0.018388,0.062276,-0.000758
-0.025097,-0.282477,-0.384502,-0.217642,-0.554440
0.441278,-0.152674,-0.321419,0.244778,0.062118
0.240718,-0.113146,0.133644,-0.285654,0.013233
-0.440386,0.056423,-0.374264,0.085767,0.481845
-0.011973,0.150414,0.147377,-0.598697,0.275490
-0.069366,-0.520379,0.126815,-0.007393,-0.015649
-0.255788,-0.222597,0.200565,-0.306408,-0.175248
-0.131269,-0.145450,-0.035414,-0.176720,-0.034458
-0.137738,0.060563,0.049364,0.315771,-0.194480
0.022772,0.197792,0.116324,-0.363662,0.373345
0.323165,-0.054820,0.202295,-0.109473,0.291931
-0.087378,-0.433833,-0.420604,-0.129257,0.004641
0.366406,0.143663,-0.037612,-0.369302,0.109215
0.214085,0.117762,0.052223,0.165664,-0.224189
0.167382,0.084030,-0.013519,0.272048,-0.517680
-0.066049,0.543799,0.343984,0.410100,0.077230
0.166497,-0.551042,0.593048,-0.254592,0.334702
-0.140036,0.171641,0.143228,-0.001713,-0.007699
-0.314111,-0.010423,-0.376923,0.154975,-0.313304
0.350070,0.074123,-0.303722,0.206633,0.554721
0.561323,0.047017,0.227569,-0.225255,0.248354
-0.183677,-0.233383,-0.134357,-0.255683,-0.304162
-0.249822,0.789558,0.050986,-0.301505,-0.176674
0.338889,0.171499,0.554323,0.143229,-0.208193
0.333128,-0.434428,-0.172744,-0.519349,-0.571390
0.465204,0.031199,0.595440,-0.292474,0.144242
0.140189,-0.470481,-0.093881,-0.390532,0.371689
0.236913,-0.302511,0.133460,-0.288878,-0.320106
